b_course,cc_name,cc_course
EECS 16A,Santa Monica College,ENGR 21 + ENGR 22
EECS 16B,Chabot College,ENGR 43
EECS 16B,Glendale Community College,MATH 107 + ENGR 240 + MATH 107H + ENGR 240
EECS 16B,Los Angeles Pierce College,ENG GEN 220
EECS 16B,Mission College,EGR 024 + EGR 024L + MAT 004C
ENGIN 26,Butte College,DFT 2
ENGIN 26,Cabrillo College,ENGR 26
ENGIN 26,Chabot College,ENGR 22
ENGIN 26,City College of San Francisco,ENGN 24
ENGIN 26,College of San Mateo,ENGR 210
ENGIN 26,Cuyamaca College,ENGR 125
ENGIN 26,Diablo Valley College,ENGIN 120
ENGIN 26,El Camino College,CADD 7
ENGIN 26,Foothill College,ENGR 6
ENGIN 26,Glendale Community College,ENGR 122 + ENGR 133
ENGIN 26,Irvine Valley College,ENGR 83
ENGIN 26,Laney College,ENGIN 22
ENGIN 26,Los Angeles Harbor College,EGD TEK 101
ENGIN 26,Madera Community College,ENGR 2
ENGIN 26,MiraCosta College,DESN 101
ENGIN 26,Mission College,EGR 025
ENGIN 26,Monterey Peninsula College,ENGR 2
ENGIN 26,Moorpark College,ENGR M04
ENGIN 26,Mount San Antonio College,ENGR 24
ENGIN 26,Norco College,ENE 42
ENGIN 26,Reedley College,ENGR 2
ENGIN 26,Skyline College,ENGR 210
ENGIN 26,Taft College,ENGR 1510
ENGIN 29,Chabot College,ENGR 11 + ENGR 22
ENGIN 29,Glendale Community College,ENGR 122 + ENGR 133
ENGIN 40,Chabot College,ENGR 40
ENGIN 7,Antelope Valley College,ENGR 125
ENGIN 7,Butte College,ENGR 2
ENGIN 7,Cabrillo College,ENGR 30
ENGIN 7,Canada College,ENGR 215
ENGIN 7,Cerritos College,ENGR 220
ENGIN 7,Chabot College,ENGR 25
ENGIN 7,City College of San Francisco,ENGN 38 + ENGN 10B
ENGIN 7,Clovis Community College,ENGR 5
ENGIN 7,College of Marin,ENGG 150
ENGIN 7,College of San Mateo,ENGR 215
ENGIN 7,College of the Canyons,ENGR 220
ENGIN 7,College of the Redwoods,MATH 4
ENGIN 7,Contra Costa College,ENGIN 170
ENGIN 7,Cuesta College,ENGR 210
ENGIN 7,Cuyamaca College,ENGR 120
ENGIN 7,Cypress College,ENGR 220 C
ENGIN 7,Diablo Valley College,ENGIN 136
ENGIN 7,El Camino College,CSCI 17
ENGIN 7,Foothill College,ENGR 11
ENGIN 7,Fresno City College,ENGR 5
ENGIN 7,Fullerton College,ENGR 220 F
ENGIN 7,Gavilan College,ENGR 5
ENGIN 7,Glendale Community College,ENGR 156
ENGIN 7,Golden West College,ENGR G220
ENGIN 7,Hartnell College,EGN 5
ENGIN 7,Irvine Valley College,ENGR 20
ENGIN 7,Laney College,ENGIN 77
ENGIN 7,Las Positas College,ENGR 26 + CS 2
ENGIN 7,Los Medanos College,ENGIN 022
ENGIN 7,Mission College,MAT 005
ENGIN 7,Monterey Peninsula College,ENGR 17
ENGIN 7,Moorpark College,ENGR M10
ENGIN 7,Mount San Antonio College,ENGR 7
ENGIN 7,Mt. San Jacinto College,ENGR- 183
ENGIN 7,Napa Valley College,ENGI 160
ENGIN 7,Norco College,ENE 48
ENGIN 7,Ohlone College,ENGI 111
ENGIN 7,Orange Coast College,ENGR A220
ENGIN 7,Oxnard College,ENGR R148
ENGIN 7,Palomar College,PHYS 210
ENGIN 7,Reedley College,ENGR 5
ENGIN 7,Rio Hondo College,ENGR 212
ENGIN 7,Sacramento City College,ENGR 405
ENGIN 7,Santa Barbara City College,CS 133
ENGIN 7,Santa Rosa Junior College,ENGR 6
ENGIN 7,Skyline College,ENGR 215
ENGIN 7,Taft College,ENGR 1550
ENGIN 7,Ventura College,ENGR V14
ENGLISH 17,Allan Hancock College,ENGL 138
ENGLISH 17,American River College,ENGLT 380
ENGLISH 17,Antelope Valley College,ENGL 235
ENGLISH 17,Bakersfield College,ENGL B10
ENGLISH 17,Barstow Community College,ENGL 4
ENGLISH 17,Berkeley City College,ENGL 17A + ENGL 17B
ENGLISH 17,Butte College,ENGL 25
ENGLISH 17,Cabrillo College,ENGL 34
ENGLISH 17,Canada College,LIT. 151
ENGLISH 17,Cerritos College,ENGL 228
ENGLISH 17,Cerro Coso Community College,ENGL C235
ENGLISH 17,Chabot College,ENGL 20
ENGLISH 17,Chaffey College,ENGL 81
ENGLISH 17,Citrus College,ENGL 294
ENGLISH 17,City College of San Francisco,ENGL 52
ENGLISH 17,Clovis Community College,ENGL 47
ENGLISH 17,Coastline Community College,ENGL C181
ENGLISH 17,College of Marin,ENGL 230
ENGLISH 17,College of San Mateo,LIT. 151
ENGLISH 17,College of the Canyons,ENGL 275
ENGLISH 17,College of the Sequoias,ENGL 046
ENGLISH 17,Contra Costa College,ENGL 250
ENGLISH 17,Crafton Hills College,ENGL 275
ENGLISH 17,Cuesta College,ENGL 215
ENGLISH 17,Cypress College,ENGL 234 C
ENGLISH 17,De Anza College,ELIT 17 + ELIT 17H
ENGLISH 17,Diablo Valley College,ENGL 154
ENGLISH 17,East Los Angeles College,ENGLISH 216
ENGLISH 17,El Camino College,ENGL 20 + ENGL 21
ENGLISH 17,Evergreen Valley College,ENGL 073
ENGLISH 17,Feather River College,ENGL 277
ENGLISH 17,Foothill College,ENGL 17
ENGLISH 17,Fresno City College,ENGL 47
ENGLISH 17,Fullerton College,ENGL 234 F + ENGL 234HF
ENGLISH 17,Glendale Community College,ENGL 125
ENGLISH 17,Golden West College,ENGL G181
ENGLISH 17,Grossmont College,ENGL 218
ENGLISH 17,Hartnell College,ENG 17
ENGLISH 17,Irvine Valley College,LIT 43
ENGLISH 17,Laney College,ENGL 17A + ENGL 17B
ENGLISH 17,Las Positas College,ENG 20
ENGLISH 17,Long Beach City College,ENGL 43A + ENGL 43B
ENGLISH 17,Los Angeles Harbor College,ENGLISH 215
ENGLISH 17,Los Angeles Pierce College,ENGLISH 215 + ENGLISH 216
ENGLISH 17,Los Angeles Trade Technical College,ENGLISH 215
ENGLISH 17,Los Angeles Valley College,ENGLISH 215
ENGLISH 17,Los Medanos College,ENGL 180
ENGLISH 17,Madera Community College,ENGL 47
ENGLISH 17,Mendocino College,ENG 225
ENGLISH 17,Merced College,ENGL -08
ENGLISH 17,MiraCosta College,LIT 265 + LIT 265H
ENGLISH 17,Mission College,ENG 048
ENGLISH 17,Modesto Junior College,ENGL 163
ENGLISH 17,Monterey Peninsula College,ENGL 17
ENGLISH 17,Moorpark College,ENGL M17
ENGLISH 17,Moreno Valley College,ENG 9
ENGLISH 17,Mount San Antonio College,LIT 10
ENGLISH 17,Napa Valley College,ENGL 220
ENGLISH 17,Norco College,ENG 9
ENGLISH 17,Ohlone College,ENGL 118
ENGLISH 17,Orange Coast College,ENGL A181 + ENGL A181H
ENGLISH 17,Oxnard College,ENGL R111
ENGLISH 17,Palomar College,ENG 250
ENGLISH 17,Pasadena City College,ENGL 078A + ENGL 078B
ENGLISH 17,Porterville College,ENGL P103
ENGLISH 17,Reedley College,ENGL 47
ENGLISH 17,Rio Hondo College,LIT 142 + LIT 142H
ENGLISH 17,Riverside City College,ENG 9
ENGLISH 17,Sacramento City College,ENGLT 380
ENGLISH 17,Saddleback College,ENG 18 + ENG 22 + ENG 22H
ENGLISH 17,San Diego City College,ENGL 240
ENGLISH 17,San Diego Mesa College,ENGL 240
ENGLISH 17,San Joaquin Delta College,ENG 45
ENGLISH 17,San Jose City College,ENGL 073
ENGLISH 17,Santa Ana College,ENGL 233A + ENGL 233B + ENGL 233C
ENGLISH 17,Santa Barbara City College,ENG 262
ENGLISH 17,Santa Monica College,ENGL 15
ENGLISH 17,Santa Rosa Junior College,ENGL 27
ENGLISH 17,Santiago Canyon College,ENGL 233A + ENGL 233B
ENGLISH 17,Shasta College,ENGL 17
ENGLISH 17,Sierra College,ENGL 17 + ENGL 33
ENGLISH 17,Solano Community College,ENGL 044
ENGLISH 17,Southwestern College,ENGL 256
ENGLISH 17,Ventura College,ENGL V26
ENGLISH 17,West Los Angeles College,ENGLISH 215
ENGLISH 17,West Valley College,ENGL 048 + ENGL 048H
ENGLISH 17,Woodland Community College,ENGL 42
ENGLISH 17,Yuba College,ENGL 42
ENGLISH 31AC,Diablo Valley College,ENGL 168
ENGLISH 45A,Allan Hancock College,ENGL 145
ENGLISH 45A,American River College,ENGLT 310
ENGLISH 45A,Antelope Valley College,ENGL 225
ENGLISH 45A,Bakersfield College,ENGL B5A
ENGLISH 45A,Barstow Community College,ENGL 2
ENGLISH 45A,Berkeley City College,ENGL 85A
ENGLISH 45A,Butte College,ENGL 8
ENGLISH 45A,Cabrillo College,ENGL 46A
ENGLISH 45A,Canada College,LIT. 231
ENGLISH 45A,Cerritos College,ENGL 246A
ENGLISH 45A,Cerro Coso Community College,ENGL C231
ENGLISH 45A,Chaffey College,ENGL 80A
ENGLISH 45A,Citrus College,ENGL 251
ENGLISH 45A,City College of San Francisco,ENGL 46A
ENGLISH 45A,Clovis Community College,ENGL 46A
ENGLISH 45A,Coastline Community College,ENGL C270
ENGLISH 45A,College of Marin,ENGL 222
ENGLISH 45A,College of San Mateo,LIT. 231
ENGLISH 45A,College of the Canyons,ENGL 250
ENGLISH 45A,College of the Desert,ENG 11A
ENGLISH 45A,College of the Redwoods,ENGL 60
ENGLISH 45A,College of the Sequoias,ENGL 015
ENGLISH 45A,College of the Siskiyous,ENGL 2046
ENGLISH 45A,Columbia College,ENGL 46
ENGLISH 45A,Compton College,ENGL 150
ENGLISH 45A,Copper Mountain College,ENG 011A
ENGLISH 45A,Cosumnes River College,ENGLT 310
ENGLISH 45A,Crafton Hills College,ENGL 270
ENGLISH 45A,Cuesta College,ENGL 246A
ENGLISH 45A,Cuyamaca College,ENGL 221
ENGLISH 45A,Cypress College,ENGL 211 C
ENGLISH 45A,De Anza College,ELIT 46A + ELIT 46B + ELIT 46AH + ELIT 46BH
ENGLISH 45A,Diablo Valley College,ENGL 252
ENGLISH 45A,East Los Angeles College,ENGLISH 205
ENGLISH 45A,El Camino College,ENGL 15A
ENGLISH 45A,Evergreen Valley College,ENGL 086A
ENGLISH 45A,Feather River College,ENGL 256
ENGLISH 45A,Folsom Lake College,ENGLT 310
ENGLISH 45A,Foothill College,ENGL 43A + ENGL 43AH
ENGLISH 45A,Fresno City College,ENGL 46A
ENGLISH 45A,Fullerton College,ENGL 211 F
ENGLISH 45A,Gavilan College,ENGL 4A
ENGLISH 45A,Glendale Community College,ENGL 105
ENGLISH 45A,Golden West College,ENGL G270
ENGLISH 45A,Grossmont College,ENGL 221
ENGLISH 45A,Hartnell College,ENG 46A
ENGLISH 45A,Imperial Valley College,ENGL 224
ENGLISH 45A,Irvine Valley College,LIT 20
ENGLISH 45A,Lake Tahoe Community College,ENG 212
ENGLISH 45A,Lassen Community College,ENGL 3
ENGLISH 45A,Long Beach City College,ENGL 46
ENGLISH 45A,Los Angeles City College,ENGLISH 205
ENGLISH 45A,Los Angeles Harbor College,ENGLISH 205
ENGLISH 45A,Los Angeles Mission College,ENGLISH 205
ENGLISH 45A,Los Angeles Pierce College,ENGLISH 205
ENGLISH 45A,Los Angeles Trade Technical College,ENGLISH 205
ENGLISH 45A,Los Angeles Valley College,ENGLISH 205
ENGLISH 45A,Madera Community College,ENGL 46A
ENGLISH 45A,Merced College,ENGL -06A
ENGLISH 45A,MiraCosta College,LIT 260
ENGLISH 45A,Mission College,ENG 005A
ENGLISH 45A,Modesto Junior College,ENGL 137
ENGLISH 45A,Monterey Peninsula College,ENGL 46
ENGLISH 45A,Moorpark College,ENGL M15A
ENGLISH 45A,Moreno Valley College,ENG 6
ENGLISH 45A,Mount San Antonio College,LIT 6A
ENGLISH 45A,Mt. San Jacinto College,LIT- 230 + LIT- 230H
ENGLISH 45A,Napa Valley College,ENGL 213
ENGLISH 45A,Norco College,ENG 6
ENGLISH 45A,Ohlone College,ENGL 125A
ENGLISH 45A,Orange Coast College,ENGL A270
ENGLISH 45A,Oxnard College,ENGL R104
ENGLISH 45A,Palomar College,ENG 210
ENGLISH 45A,Pasadena City College,ENGL 046A
ENGLISH 45A,Porterville College,ENGL P102
ENGLISH 45A,Reedley College,ENGL 46A
ENGLISH 45A,Rio Hondo College,LIT 146A + LIT 146AH
ENGLISH 45A,Riverside City College,ENG 6
ENGLISH 45A,Sacramento City College,ENGLT 310
ENGLISH 45A,Saddleback College,ENG 17A
ENGLISH 45A,San Bernardino Valley College,ENGL 270 + ENGL 270H
ENGLISH 45A,San Diego City College,ENGL 215
ENGLISH 45A,San Diego Mesa College,ENGL 215
ENGLISH 45A,San Diego Miramar College,ENGL 215
ENGLISH 45A,San Joaquin Delta College,ENG 46A
ENGLISH 45A,San Jose City College,ENGL 086A
ENGLISH 45A,Santa Ana College,ENGL 231
ENGLISH 45A,Santa Barbara City College,ENG 221 + ENG 221H
ENGLISH 45A,Santa Monica College,ENGL 5
ENGLISH 45A,Santa Rosa Junior College,ENGL 46.1
ENGLISH 45A,Santiago Canyon College,ENGL 231
ENGLISH 45A,Shasta College,ENGL 13A
ENGLISH 45A,Sierra College,ENGL 46A
ENGLISH 45A,Skyline College,LIT. 231
ENGLISH 45A,Solano Community College,ENGL 040
ENGLISH 45A,Southwestern College,ENGL 240
ENGLISH 45A,Taft College,ENGL 2700
ENGLISH 45A,Ventura College,ENGL V21A
ENGLISH 45A,Victor Valley College,ENGL 245
ENGLISH 45A,West Los Angeles College,ENGLISH 205
ENGLISH 45A,West Valley College,ENGL 005A
ENGLISH 45A,Woodland Community College,ENGL 46A
ENGLISH 45A,Yuba College,ENGL 46A
ENGLISH 45B,Allan Hancock College,ENGL 130 + ENGL 146
ENGLISH 45B,American River College,ENGLT 311 + ENGLT 320
ENGLISH 45B,Antelope Valley College,ENGL 221 + ENGL 227
ENGLISH 45B,Bakersfield College,ENGL B30A + ENGL B5B
ENGLISH 45B,Barstow Community College,ENGL 3 + ENGL 12
ENGLISH 45B,Berkeley City College,ENGL 85B
ENGLISH 45B,Butte College,ENGL 10 + ENGL 14
ENGLISH 45B,Cabrillo College,ENGL 30A + ENGL 46B
ENGLISH 45B,Cerritos College,ENGL 230A + ENGL 246B
ENGLISH 45B,Cerro Coso Community College,ENGL C232 + ENGL C241
ENGLISH 45B,Chaffey College,ENGL 75A + ENGL 80B
ENGLISH 45B,Citrus College,ENGL 252 + ENGL 261
ENGLISH 45B,City College of San Francisco,ENGL 46B
ENGLISH 45B,Clovis Community College,ENGL 43A + ENGL 46B
ENGLISH 45B,Coastline Community College,ENGL C150 + ENGL C275
ENGLISH 45B,College of Marin,ENGL 221A + ENGL 223
ENGLISH 45B,College of San Mateo,LIT. 201 + LIT. 232
ENGLISH 45B,College of the Canyons,ENGL 251 + ENGL 260
ENGLISH 45B,College of the Desert,ENG 10A + ENG 11B
ENGLISH 45B,College of the Redwoods,ENGL 17 + ENGL 61
ENGLISH 45B,College of the Sequoias,ENGL 016 + ENGL 030
ENGLISH 45B,College of the Siskiyous,ENGL 2044 + ENGL 2546
ENGLISH 45B,Columbia College,ENGL 17 + ENGL 47
ENGLISH 45B,Compton College,ENGL 152 + ENGL 240
ENGLISH 45B,Copper Mountain College,ENG 010A + ENG 011B
ENGLISH 45B,Cosumnes River College,ENGLT 311 + ENGLT 320
ENGLISH 45B,Crafton Hills College,ENGL 261 + ENGL 271
ENGLISH 45B,Cuesta College,ENGL 212A + ENGL 246B
ENGLISH 45B,Cuyamaca College,ENGL 222 + ENGL 231
ENGLISH 45B,Cypress College,ENGL 212 C + ENGL 221 C
ENGLISH 45B,De Anza College,ELIT 46B + ELIT 48A + ELIT 46BH + ELIT 48AH
ENGLISH 45B,Diablo Valley College,ENGL 253 + ENGL 262
ENGLISH 45B,East Los Angeles College,ENGLISH 206 + ENGLISH 207
ENGLISH 45B,El Camino College,ENGL 15B + ENGL 40A
ENGLISH 45B,Evergreen Valley College,ENGL 084A + ENGL 086B
ENGLISH 45B,Feather River College,ENGL 252 + ENGL 257
ENGLISH 45B,Folsom Lake College,ENGLT 311 + ENGLT 320
ENGLISH 45B,Foothill College,ENGL 43B + ENGL 45A + ENGL 43BH + ENGL 45AH
ENGLISH 45B,Fresno City College,ENGL 46B + ENGL 48A
ENGLISH 45B,Fullerton College,ENGL 212 F + ENGL 221 F
ENGLISH 45B,Gavilan College,ENGL 4B + ENGL 5A
ENGLISH 45B,Glendale Community College,ENGL 106 + ENGL 122
ENGLISH 45B,Golden West College,ENGL G150 + ENGL G275
ENGLISH 45B,Grossmont College,ENGL 222 + ENGL 231
ENGLISH 45B,Hartnell College,ENG 46B + ENG 47A
ENGLISH 45B,Imperial Valley College,ENGL 220 + ENGL 225
ENGLISH 45B,Irvine Valley College,LIT 21 + LIT 22
ENGLISH 45B,Lake Tahoe Community College,ENG 213 + ENG 216
ENGLISH 45B,Long Beach City College,ENGL 41 + ENGL 47
ENGLISH 45B,Los Angeles City College,ENGLISH 206 + ENGLISH 207
ENGLISH 45B,Los Angeles Harbor College,ENGLISH 206 + ENGLISH 207
ENGLISH 45B,Los Angeles Pierce College,ENGLISH 206 + ENGLISH 207
ENGLISH 45B,Los Angeles Trade Technical College,ENGLISH 206 + ENGLISH 207
ENGLISH 45B,Los Angeles Valley College,ENGLISH 206 + ENGLISH 207
ENGLISH 45B,Madera Community College,ENGL 43A + ENGL 46B
ENGLISH 45B,Merced College,ENGL -06B + ENGL -10
ENGLISH 45B,Mission College,ENG 005B + ENG 007A
ENGLISH 45B,Modesto Junior College,ENGL 135 + ENGL 138
ENGLISH 45B,Monterey Peninsula College,ENGL 40A + ENGL 47
ENGLISH 45B,Moorpark College,ENGL M13A + ENGL M15B
ENGLISH 45B,Moreno Valley College,ENG 7 + ENG 14
ENGLISH 45B,Mount San Antonio College,LIT 1 + LIT 6B
ENGLISH 45B,Mt. San Jacinto College,LIT- 207 + LIT- 231 + LIT- 207H + LIT- 231H
ENGLISH 45B,Napa Valley College,ENGL 214 + ENGL 215
ENGLISH 45B,Norco College,ENG 7 + ENG 14
ENGLISH 45B,Ohlone College,ENGL 120A + ENGL 125B
ENGLISH 45B,Orange Coast College,ENGL A150 + ENGL A275
ENGLISH 45B,Oxnard College,ENGL R105 + ENGL R107
ENGLISH 45B,Palomar College,ENG 211 + ENG 225
ENGLISH 45B,Pasadena City College,ENGL 030A + ENGL 046B
ENGLISH 45B,Porterville College,ENGL P104 + ENGL P130
ENGLISH 45B,Reedley College,ENGL 43A + ENGL 46B
ENGLISH 45B,Rio Hondo College,LIT 112A + LIT 146B
ENGLISH 45B,Riverside City College,ENG 7 + ENG 14
ENGLISH 45B,Sacramento City College,ENGLT 311 + ENGLT 320
ENGLISH 45B,Saddleback College,ENG 15A + ENG 17B
ENGLISH 45B,San Bernardino Valley College,ENGL 260 + ENGL 271 + ENGL 260 + ENGL 271H
ENGLISH 45B,San Diego City College,ENGL 210 + ENGL 216
ENGLISH 45B,San Diego Mesa College,ENGL 210 + ENGL 216
ENGLISH 45B,San Diego Miramar College,ENGL 210 + ENGL 216
ENGLISH 45B,San Joaquin Delta College,ENG 42A + ENG 46B
ENGLISH 45B,San Jose City College,ENGL 084A + ENGL 086B
ENGLISH 45B,Santa Ana College,ENGL 232 + ENGL 241
ENGLISH 45B,Santa Barbara City College,ENG 222 + ENG 225 + ENG 222H + ENG 225
ENGLISH 45B,Santa Monica College,ENGL 6 + ENGL 7
ENGLISH 45B,Santa Rosa Junior College,ENGL 30.1 + ENGL 46.2
ENGLISH 45B,Santiago Canyon College,ENGL 232 + ENGL 241
ENGLISH 45B,Shasta College,ENGL 11A + ENGL 13B
ENGLISH 45B,Sierra College,ENGL 30A + ENGL 46B
ENGLISH 45B,Skyline College,LIT. 201 + LIT. 232
ENGLISH 45B,Solano Community College,ENGL 030 + ENGL 041
ENGLISH 45B,Southwestern College,ENGL 241 + ENGL 250
ENGLISH 45B,Taft College,ENGL 2100 + ENGL 2700 + ENGL 2750
ENGLISH 45B,Ventura College,ENGL V21B + ENGL V22A
ENGLISH 45B,Victor Valley College,ENGL 230 + ENGL 246
ENGLISH 45B,West Valley College,ENGL 005B + ENGL 007A
ENGLISH 45B,Woodland Community College,ENGL 30A + ENGL 46B
ENGLISH 45B,Yuba College,ENGL 30A + ENGL 46B
ENGLISH 45C,Allan Hancock College,ENGL 131 + ENGL 146
ENGLISH 45C,American River College,ENGLT 311 + ENGLT 321
ENGLISH 45C,Antelope Valley College,ENGL 222 + ENGL 227
ENGLISH 45C,Bakersfield College,ENGL B30B + ENGL B5B
ENGLISH 45C,Barstow Community College,ENGL 3 + ENGL 12B
ENGLISH 45C,Berkeley City College,ENGL 85C
ENGLISH 45C,Butte College,ENGL 10 + ENGL 16
ENGLISH 45C,Cabrillo College,ENGL 30B + ENGL 46B
ENGLISH 45C,Cerritos College,ENGL 230B + ENGL 246B
ENGLISH 45C,Cerro Coso Community College,ENGL C232 + ENGL C242
ENGLISH 45C,Chaffey College,ENGL 75B + ENGL 80B
ENGLISH 45C,Citrus College,ENGL 252 + ENGL 262
ENGLISH 45C,City College of San Francisco,ENGL 46C
ENGLISH 45C,Clovis Community College,ENGL 43B + ENGL 46B
ENGLISH 45C,Coastline Community College,ENGL C155 + ENGL C275
ENGLISH 45C,College of Marin,ENGL 221B + ENGL 223
ENGLISH 45C,College of San Mateo,LIT. 202 + LIT. 232
ENGLISH 45C,College of the Canyons,ENGL 251 + ENGL 261
ENGLISH 45C,College of the Desert,ENG 10B + ENG 11B
ENGLISH 45C,College of the Redwoods,ENGL 18 + ENGL 61
ENGLISH 45C,College of the Sequoias,ENGL 016 + ENGL 031
ENGLISH 45C,College of the Siskiyous,ENGL 2544 + ENGL 2546
ENGLISH 45C,Columbia College,ENGL 18 + ENGL 47
ENGLISH 45C,Compton College,ENGL 152 + ENGL 241
ENGLISH 45C,Contra Costa College,ENGL 210B + ENGL 220B
ENGLISH 45C,Copper Mountain College,ENG 010B + ENG 011B
ENGLISH 45C,Cosumnes River College,ENGLT 311 + ENGLT 321
ENGLISH 45C,Crafton Hills College,ENGL 261 + ENGL 271
ENGLISH 45C,Cuesta College,ENGL 212B + ENGL 246B
ENGLISH 45C,Cuyamaca College,ENGL 222 + ENGL 232
ENGLISH 45C,Cypress College,ENGL 212 C + ENGL 222 C
ENGLISH 45C,De Anza College,ELIT 46C + ELIT 48B + ELIT 48C + ELIT 46CH + ELIT 48BH + ELIT 48CH
ENGLISH 45C,Diablo Valley College,ENGL 253 + ENGL 263
ENGLISH 45C,East Los Angeles College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,El Camino College,ENGL 15B + ENGL 40B
ENGLISH 45C,Evergreen Valley College,ENGL 084B + ENGL 086B
ENGLISH 45C,Feather River College,ENGL 254 + ENGL 257
ENGLISH 45C,Folsom Lake College,ENGLT 311 + ENGLT 321
ENGLISH 45C,Foothill College,ENGL 43B + ENGL 45B + ENGL 43BH + ENGL 45BH
ENGLISH 45C,Fresno City College,ENGL 46B + ENGL 48B
ENGLISH 45C,Fullerton College,ENGL 212 F + ENGL 222 F
ENGLISH 45C,Gavilan College,ENGL 4B + ENGL 5B
ENGLISH 45C,Glendale Community College,ENGL 106 + ENGL 123
ENGLISH 45C,Golden West College,ENGL G155 + ENGL G275
ENGLISH 45C,Grossmont College,ENGL 222 + ENGL 232
ENGLISH 45C,Hartnell College,ENG 46B + ENG 47B
ENGLISH 45C,Imperial Valley College,ENGL 221 + ENGL 225
ENGLISH 45C,Irvine Valley College,LIT 21 + LIT 23
ENGLISH 45C,Lake Tahoe Community College,ENG 214 + ENG 217
ENGLISH 45C,Long Beach City College,ENGL 42 + ENGL 47
ENGLISH 45C,Los Angeles City College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,Los Angeles Harbor College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,Los Angeles Mission College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,Los Angeles Pierce College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,Los Angeles Trade Technical College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,Los Angeles Valley College,ENGLISH 206 + ENGLISH 208
ENGLISH 45C,Madera Community College,ENGL 43B + ENGL 46B
ENGLISH 45C,Merced College,ENGL -06B + ENGL -11
ENGLISH 45C,MiraCosta College,LIT 251 + LIT 261
ENGLISH 45C,Mission College,ENG 005B + ENG 007B
ENGLISH 45C,Modesto Junior College,ENGL 136 + ENGL 138
ENGLISH 45C,Monterey Peninsula College,ENGL 40B + ENGL 47
ENGLISH 45C,Moorpark College,ENGL M13B + ENGL M15B
ENGLISH 45C,Moreno Valley College,ENG 7 + ENG 15
ENGLISH 45C,Mount San Antonio College,LIT 2 + LIT 6B
ENGLISH 45C,Mt. San Jacinto College,LIT- 208 + LIT- 231 + LIT- 208H + LIT- 231H
ENGLISH 45C,Napa Valley College,ENGL 214 + ENGL 216
ENGLISH 45C,Norco College,ENG 7 + ENG 15
ENGLISH 45C,Ohlone College,ENGL 120B + ENGL 125B
ENGLISH 45C,Orange Coast College,ENGL A151 + ENGL A275
ENGLISH 45C,Oxnard College,ENGL R105 + ENGL R108
ENGLISH 45C,Palomar College,ENG 211 + ENG 226
ENGLISH 45C,Pasadena City College,ENGL 030C + ENGL 046B
ENGLISH 45C,Porterville College,ENGL P104 + ENGL P131
ENGLISH 45C,Reedley College,ENGL 43B + ENGL 46B
ENGLISH 45C,Rio Hondo College,LIT 112B + LIT 146B
ENGLISH 45C,Riverside City College,ENG 7 + ENG 15
ENGLISH 45C,Sacramento City College,ENGLT 311 + ENGLT 321
ENGLISH 45C,Saddleback College,ENG 15B + ENG 17B
ENGLISH 45C,San Diego City College,ENGL 211 + ENGL 216
ENGLISH 45C,San Diego Mesa College,ENGL 211 + ENGL 216
ENGLISH 45C,San Diego Miramar College,ENGL 211 + ENGL 216
ENGLISH 45C,San Joaquin Delta College,ENG 42B + ENG 46B
